konto 1 (Doris Kruth, id 4111194444, kundnr 1): 499150.0
konto 364 (Bastian Efternamn3069, id 198502272399, kundnr 364): 324024.0
konto 365 (Telma Efternamn3070, id 198503032388, kundnr 365): 324024.0
konto 366 (Ingela Efternamn2721, id 198503149885, kundnr 366): 215028.0
konto 367 (Bengt Efternamn1782, id 198503262399, kundnr 367): 324024.0
konto 368 (Lydia Efternamn3448, id 198504262380, kundnr 368): 215028.0
konto 369 (Tord Efternamn2852, id 198505229891, kundnr 369): 215028.0
konto 370 (Bertil Mats Efternamn1788, id 198505242399, kundnr 370): 325010.0
konto 371 (Hanna Efternamn2726, id 198509092386, kundnr 371): 324024.0
konto 372 (Sarah Paula Efternamn2330, id 198509122381, kundnr 372): 212104.0
konto 373 (Viktoria Efternamn3618, id 198509262385, kundnr 373): 215028.0
konto 374 (Bo Efternamn3847, id 198511072392, kundnr 374): 324024.0
konto 375 (Ingela Efternamn1554, id 198511179882, kundnr 375): 325010.0
konto 376 (Håkan Efternamn2678, id 198511242391, kundnr 376): 215020.0
konto 377 (Petra Efternamn2464, id 198601022380, kundnr 377): 212104.0
konto 378 (Kjell Efternamn2311, id 198601262390, kundnr 378): 325010.0
konto 379 (Eveline Efternamn1363, id 198601272381, kundnr 379): 324024.0
konto 380 (Justin Efternamn2465, id 198602062393, kundnr 380): 325010.0
konto 381 (Moltas Efternamn3225, id 198602212394, kundnr 381): 215028.0
konto 382 (Beri Efternamn1743, id 198602262381, kundnr 382): 215028.0
konto 383 (Emilio Satar Efternamn1183, id 198603152391, kundnr 383): 212104.0
konto 384 (Börje Efternamn1005, id 198603192397, kundnr 384): 324024.0
konto 385 (Milo Efternamn3406, id 198604152390, kundnr 385): 215028.0
konto 386 (Jonny Efternamn3230, id 198605052391, kundnr 386): 215028.0
konto 387 (Kristian Efternamn2847, id 198605122392, kundnr 387): 215028.0
konto 388 (Johan Efternamn3222, id 198606052390, kundnr 388): 215028.0
konto 389 (Patricia Efternamn2138, id 198606102385, kundnr 389): 215028.0
konto 390 (Sten-Göran Efternamn3803, id 198606172396, kundnr 390): 325010.0
konto 391 (Ottilia Efternamn3033, id 198606242389, kundnr 391): 215028.0
konto 392 (Liisa Efternamn1009, id 198607142380, kundnr 392): 325010.0
konto 393 (Lasse Efternamn2678, id 198607162396, kundnr 393): 212104.0
konto 394 (Caspian Efternamn3029, id 198607182394, kundnr 394): 324024.0
konto 395 (Maja-Lisa Esmeralda Efternamn3410, id 198607212381, kundnr 395): 212103.0
konto 396 (Maya Efternamn3241, id 198608172386, kundnr 396): 215016.0
konto 397 (Linnéa Efternamn3628, id 198608242387, kundnr 397): 215028.0
konto 398 (Ceasar Efternamn3242, id 198608272392, kundnr 398): 324024.0
konto 399 (Meja Efternamn3041, id 198609012383, kundnr 399): 215028.0
konto 400 (Mattis Efternamn2701, id 198612282395, kundnr 400): 215028.0
konto 401 (Monica Nancy Efternamn2683, id 198701142385, kundnr 401): 212104.0
konto 402 (Agge Efternamn1013, id 198701172390, kundnr 402): 212104.0
konto 403 (Mateo Efternamn1014, id 198702102396, kundnr 403): 215028.0
konto 404 (Najma Efternamn1564, id 198703032386, kundnr 404): 215006.0
konto 405 (Kajsa Efternamn3413, id 198703132384, kundnr 405): 215028.0
konto 406 (Marko Efternamn3811, id 198704132391, kundnr 406): 215006.0
konto 407 (Greger Efternamn1939, id 198704252397, kundnr 407): 215028.0
konto 408 (Boris Efternamn2142, id 198704282394, kundnr 408): 215028.0
konto 409 (Lena Efternamn3813, id 198705062381, kundnr 409): 325010.0
konto 410 (Challe Efternamn2686, id 198705132390, kundnr 410): 212104.0
konto 411 (Marcel Efternamn1942, id 198707092394, kundnr 411): 215006.0
konto 412 (Kitty Efternamn1369, id 198707262385, kundnr 412): 215016.0
konto 413 (Dexter Efternamn3039, id 198708082394, kundnr 413): 215028.0
konto 414 (Leah Efternamn3815, id 198709022381, kundnr 414): 215028.0
konto 415 (Felix Efternamn1197, id 198709132396, kundnr 415): 215028.0
konto 416 (Elise Efternamn3418, id 198709302387, kundnr 416): 215028.0
konto 417 (Jöns Efternamn2146, id 198710202394, kundnr 417): 212104.0
konto 418 (Olivia Efternamn2857, id 198710222384, kundnr 418): 215028.0
konto 419 (Axel Efternamn3816, id 198710252399, kundnr 419): 215028.0
konto 420 (Havin Efternamn2854, id 198711042385, kundnr 420): 215028.0
konto 421 (Sala Efternamn3618, id 198712022386, kundnr 421): 212104.0
konto 422 (Ingeli Efternamn1518, id 198712312381, kundnr 422): 215028.0
konto 423 (Klas Efternamn3618, id 198712312399, kundnr 423): 212104.0
konto 424 (Ina Efternamn1517, id 198801082382, kundnr 424): 215028.0
konto 425 (Edim Efternamn1357, id 198801172399, kundnr 425): 215028.0
konto 426 (Isolde Efternamn3788, id 198802192388, kundnr 426): 215028.0
konto 427 (Karla Efternamn3703, id 198803142382, kundnr 427): 215028.0
konto 428 (Sonja Efternamn2435, id 198803172389, kundnr 428): 215028.0
konto 429 (Ivan Efternamn3740, id 198803172397, kundnr 429): 215020.0
konto 430 (Edvin Efternamn1549, id 198803312399, kundnr 430): 215028.0
konto 431 (Pia Efternamn1943, id 198804062381, kundnr 431): 215028.0
konto 432 (Jana Efternamn3031, id 198804262387, kundnr 432): 215028.0
konto 433 (Chris Efternamn1173, id 198805242396, kundnr 433): 215028.0
konto 434 (Sakarias Efternamn2857, id 198809142394, kundnr 434): 215028.0
konto 435 (Madde Efternamn2008, id 198809172383, kundnr 435): 215028.0
konto 436 (Sumaya Efternamn2906, id 198811082380, kundnr 436): 215028.0
konto 437 (Ester Efternamn2014, id 198902092389, kundnr 437): 215028.0
konto 438 (Annika Efternamn1552, id 198902142382, kundnr 438): 212104.0
konto 439 (Ing-Charlotte Efternamn3430, id 198903012386, kundnr 439): 215028.0
konto 440 (Haris Efternamn1076, id 198903192394, kundnr 440): 215028.0
konto 441 (Nora Efternamn3607, id 198903232380, kundnr 441): 215028.0
konto 442 (Sanna Efternamn2696, id 198904092387, kundnr 442): 212104.0
konto 443 (Olivia Efternamn3677, id 198204042389, kundnr 443): 215028.0
konto 444 (Lage Efternamn1769, id 198204072394, kundnr 444): 215016.0
konto 445 (Reidar Efternamn1020, id 198204179298, kundnr 445): 215016.0
konto 446 (Hector John Efternamn2918, id 198205022398, kundnr 446): 212104.0
konto 447 (Algot Efternamn3875, id 198206152392, kundnr 447): 212104.0
konto 448 (Paula Efternamn1192, id 198206222385, kundnr 448): 212104.0
konto 449 (Bengt Efternamn3101, id 198207032395, kundnr 449): 215006.0
konto 450 (Mia Efternamn2335, id 198207092381, kundnr 450): 215028.0
konto 451 (Tord Efternamn2524, id 198207222392, kundnr 451): 215028.0
konto 452 (Inger Efternamn2152, id 198208142383, kundnr 452): 212104.0
konto 453 (Peter Efternamn2704, id 198209232399, kundnr 453): 212104.0
konto 454 (Kay Efternamn1637, id 198209262396, kundnr 454): 212104.0
konto 455 (Jane Efternamn3410, id 198211022382, kundnr 455): 324024.0
konto 456 (Mike Efternamn1445, id 198212182391, kundnr 456): 215006.0
konto 457 (Märit Efternamn3489, id 198212302387, kundnr 457): 215006.0
konto 458 (Karolina Efternamn2375, id 198301092386, kundnr 458): 215025.0
konto 459 (Melody Efternamn2202, id 198301109289, kundnr 459): 212104.0
konto 460 (Jerry Efternamn1078, id 198301142397, kundnr 460): 212104.0
konto 461 (Harald Otto Efternamn1239, id 198301162395, kundnr 461): 215020.0
konto 462 (Alfred Efternamn2717, id 198302112399, kundnr 462): 215024.0
konto 463 (Gotthard Efternamn3266, id 198302232395, kundnr 463): 215006.0
konto 464 (Lovisa Johanna Efternamn2353, id 198302262384, kundnr 464): 215020.0
konto 465 (Sigge Efternamn1042, id 198303022399, kundnr 465): 215006.0
konto 466 (Elle Efternamn1040, id 198303212388, kundnr 466): 212104.0
konto 467 (Peter Mats Efternamn1236, id 198303292398, kundnr 467): 212103.0
konto 468 (Disa Efternamn2537, id 198304242384, kundnr 468): 325010.0
konto 469 (Alan Efternamn3091, id 198304262390, kundnr 469): 212104.0
konto 470 (Roffe Efternamn2858, id 198306062392, kundnr 470): 215028.0
konto 471 (Milla Efternamn3046, id 198306192389, kundnr 471): 324024.0
konto 472 (Adis Efternamn3250, id 198307102395, kundnr 472): 325010.0
konto 473 (Ebba Efternamn3423, id 198307162381, kundnr 473): 212104.0
konto 474 (Emanuel Fhilip Efternamn2697, id 198308082398, kundnr 474): 212103.0
konto 475 (Adrian Efternamn3424, id 198308092397, kundnr 475): 325010.0
konto 476 (Anders Martin Olof Efternamn1114, id 199201102390, kundnr 476): 215020.0
konto 477 (Paul Åke Victor Efternamn3277, id 199205252399, kundnr 477): 215032.0
konto 478 (Pontus Efternamn1037, id 198407122392, kundnr 478): 215028.0
konto 479 (Fia Efternamn3268, id 198505212384, kundnr 479): 324024.0
konto 480 (Esperanza Efternamn2085, id 198802022387, kundnr 480): 212104.0
konto 481 (Greta Efternamn1243, id 197912162380, kundnr 481): 215028.0
konto 482 (Ivan Efternamn3667, id 197912292393, kundnr 482): 215006.0
konto 483 (Daniel Efternamn3085, id 197909142395, kundnr 483): 215028.0
konto 484 (Ulla Efternamn1556, id 197704132385, kundnr 484): 215006.0
konto 485 (Mary Efternamn3865, id 193909189205, kundnr 485): 215020.0
konto 486 (Elisabeth Efternamn2497, id 194009279169, kundnr 486): 215020.0
konto 487 (Mona Efternamn1256, id 194012178887, kundnr 487): 212104.0
konto 488 (Mariana Efternamn2617, id 194901022188, kundnr 488): 324024.0
konto 489 (Leif Efternamn3934, id 195401080691, kundnr 489): 215020.0
konto 490 (Mary Efternamn2623, id 195401277024, kundnr 490): 215006.0
konto 491 (Sabine Efternamn2796, id 195511082660, kundnr 491): 215025.0
konto 492 (Domenico Efternamn1683, id 196101242797, kundnr 492): 215032.0
konto 493 (Solweig Efternamn2696, id 196201122808, kundnr 493): 215020.0
konto 494 (Cecilia Efternamn1433, id 196212282583, kundnr 494): 215025.0
konto 495 (Anna Viola Efternamn1212, id 196310262628, kundnr 495): 325010.0
konto 496 (Edit Lena Efternamn3514, id 196509273386, kundnr 496): 215020.0
konto 497 (Thea Efternamn3322, id 197604242383, kundnr 497): 215028.0
konto 498 (Yvonne Martina Efternamn2375, id 197606012388, kundnr 498): 215025.0
konto 499 (Anneli Efternamn2772, id 197608272386, kundnr 499): 212104.0
konto 500 (Amine Efternamn2385, id 197610319324, kundnr 500): 325010.0
konto 501 (Anton Efternamn1873, id 200202072393, kundnr 501): 215025.0
konto 502 (Martin Max Efternamn2523, id 200710082397, kundnr 502): 324024.0
konto 503 (Michael Efternamn1614, id 198006182391, kundnr 503): 215006.0
konto 504 (Jonny Ryan Efternamn1810, id 198104102390, kundnr 504): 324024.0
konto 505 (Adriana Efternamn1433, id 198107182381, kundnr 505): 215024.0
konto 506 (Karl-Gunnar Efternamn2682, id 198109162399, kundnr 506): 212104.0
konto 507 (Ryan Efternamn1429, id 198111042399, kundnr 507): 215028.0
konto 508 (Marja Efternamn1614, id 198010202383, kundnr 508): 215006.0
konto 509 (Soner Efternamn1252, id 198012152396, kundnr 509): 215032.0
konto 510 (Renée Efternamn2511, id 198101292384, kundnr 510): 215006.0
konto 511 (Bo Efternamn3265, id 197712099311, kundnr 511): 215024.0
konto 512 (Per Efternamn2704, id 197804262397, kundnr 512): 324024.0
konto 513 (Sten Efternamn2920, id 197805262396, kundnr 513): 212104.0
konto 514 (Jonny Efternamn1397, id 197812212392, kundnr 514): 215028.0
konto 515 (Hannes Efternamn1261, id 197901162391, kundnr 515): 215028.0
konto 516 (Gina Efternamn1831, id 197901302385, kundnr 516): 212104.0
konto 517 (Carl Daniel Efternamn3248, id 197904192395, kundnr 517): 215028.0
konto 518 (Masoud Efternamn3691, id 197905232380, kundnr 518): 215024.0
konto 519 (Mats Efternamn3617, id 198003252395, kundnr 519): 215028.0
konto 520 (Alfons Efternamn3095, id 198004162395, kundnr 520): 212104.0
konto 521 (Alexis Efternamn1064, id 198005022390, kundnr 521): 212104.0
konto 522 (Björn Efternamn1029, id 198112152395, kundnr 522): 215016.0
konto 523 (Pär Efternamn1820, id 198201112391, kundnr 523): 215028.0
konto 524 (Berfin Efternamn3454, id 198103052380, kundnr 524): 324024.0
konto 525 (Lana Natalie Efternamn3034, id 197705172380, kundnr 525): 215024.0
konto 526 (Adam Efternamn1105, id 197709142397, kundnr 526): 215028.0
konto 527 (Bogg Per Efternamn2397, id 197712252399, kundnr 527): 325010.0
konto 528 (Linda Efternamn2781, id 197802222385, kundnr 528): 215028.0
konto 529 (Gabriela Efternamn2487, id 197811022388, kundnr 529): 215028.0
konto 530 (Calle Efternamn1200, id 197901112396, kundnr 530): 215028.0
konto 531 (Wiktor Efternamn3488, id 197902192397, kundnr 531): 212104.0
konto 532 (My Efternamn2697, id 197905092388, kundnr 532): 212104.0
konto 533 (Allison Efternamn2330, id 193911019143, kundnr 533): 215025.0
konto 534 (Kristina Efternamn1765, id 198008289285, kundnr 534): 325010.0
konto 535 (Lars Martin Efternamn2375, id 194012197010, kundnr 535): 215025.0
konto 536 (Adolf Benito Caesar Efternamn3435, id 194301307056, kundnr 536): 215020.0
konto 537 (Helga Lena Efternamn3153, id 194901022121, kundnr 537): 325010.0
konto 538 (Sten Curt Efternamn2165, id 195005251599, kundnr 538): 215024.0
konto 539 (Bengt Efternamn3842, id 196305113174, kundnr 539): 215006.0
konto 540 (Lars-Erik Tage Efternamn1369, id 196508163257, kundnr 540): 215027.0
konto 541 (Dottring Efternamn1855, id 196802149283, kundnr 541): 325010.0
konto 542 (Emanuel Efternamn3249, id 196904262398, kundnr 542): 215020.0
konto 543 (Mårten Karl Efternamn2696, id 197503049293, kundnr 543): 325016.0
konto 544 (Maria Efternamn1048, id 200711012385, kundnr 544): 212104.0
konto 545 (Malena Efternamn2810, id 200802192385, kundnr 545): 215028.0
konto 546 (Palle Efternamn1796, id 200803072396, kundnr 546): 212104.0
konto 547 (Mikael Efternamn1410, id 200803282391, kundnr 547): 215028.0
konto 548 (Agneta Efternamn3044, id 197806072380, kundnr 548): 325010.0
konto 549 (Aleksandar Efternamn3827, id 198401022390, kundnr 549): 325010.0
konto 550 (Julius Efternamn3639, id 198401082394, kundnr 550): 325010.0
konto 551 (Manda Efternamn3184, id 198906082386, kundnr 551): 215028.0
konto 552 (Charlotte Efternamn1338, id 198907222387, kundnr 552): 215028.0
konto 553 (Rakel Olivia Fia Mia Efternamn2498, id 199012312386, kundnr 553): 215020.0
konto 554 (Lars Efternamn2336, id 198407252397, kundnr 554): 212104.0
konto 555 (Anthon Efternamn3068, id 198502032397, kundnr 555): 324024.0
konto 556 (Arthur Efternamn2709, id 198505172398, kundnr 556): 324024.0
konto 557 (Carl Efternamn1404, id 198506092397, kundnr 557): 325010.0
konto 558 (Anita Efternamn2704, id 198506222382, kundnr 558): 215028.0
konto 559 (Fredrik Efternamn2335, id 198507122391, kundnr 559): 215028.0
konto 560 (Bastian Efternamn3454, id 198508202390, kundnr 560): 324024.0
konto 561 (Lena Sara Efternamn2846, id 198603072383, kundnr 561): 215024.0
konto 562 (Fatma Efternamn1185, id 198607072389, kundnr 562): 324024.0
konto 563 (Milton Sven-Göran Efternamn2315, id 198608032390, kundnr 563): 215006.0
konto 564 (Alicia Efternamn2849, id 198608142389, kundnr 564): 212104.0
konto 565 (Céline Efternamn1022, id 198608312388, kundnr 565): 324024.0
konto 566 (Nicole Efternamn2150, id 198612132384, kundnr 566): 215028.0
konto 567 (Elisabeth Efternamn2850, id 198702132385, kundnr 567): 215006.0
konto 568 (Jeppe Efternamn2688, id 198705272394, kundnr 568): 215028.0
konto 569 (Egil Efternamn2380, id 198804122391, kundnr 569): 215028.0
konto 570 (Devin Efternamn1923, id 198806242395, kundnr 570): 215028.0
konto 571 (Emilia Leonora Efternamn3863, id 198808262383, kundnr 571): 215028.0
konto 572 (Valentin Efternamn1429, id 198205172391, kundnr 572): 215016.0
konto 573 (Meja Efternamn2152, id 198206262381, kundnr 573): 212104.0
konto 574 (Dilana Efternamn1015, id 198302022382, kundnr 574): 325010.0
konto 575 (Arne Östen Efternamn1605, id 198302282390, kundnr 575): 215020.0
konto 576 (Konrad Efternamn3816, id 198305062393, kundnr 576): 215006.0
konto 577 (Andreas Efternamn3261, id 198410312394, kundnr 577): 324024.0
konto 578 (Ester Efternamn1963, id 198411242384, kundnr 578): 324024.0
konto 579 (Gill Efternamn1589, id 198412292388, kundnr 579): 324024.0
konto 580 (Remy Efternamn2518, id 198504122394, kundnr 580): 215024.0
konto 581 (Isadora Efternamn1972, id 198505252380, kundnr 581): 325010.0
konto 582 (Mona Efternamn3633, id 198507122383, kundnr 582): 215028.0
konto 583 (Lars-Olof Efternamn1976, id 198508122390, kundnr 583): 215028.0
konto 584 (Bobby Efternamn3848, id 198511172390, kundnr 584): 324024.0
konto 585 (Ernst Efternamn2848, id 198605142390, kundnr 585): 212104.0
konto 586 (Ann Efternamn1179, id 198706222380, kundnr 586): 212104.0
konto 587 (Ken Efternamn3402, id 198902192395, kundnr 587): 325010.0
konto 588 (Filippa Efternamn1822, id 198204152386, kundnr 588): 215006.0
konto 589 (Henrik Efternamn2006, id 198209062390, kundnr 589): 215028.0
konto 590 (Gurli Efternamn3680, id 198209102386, kundnr 590): 212104.0
konto 591 (Amilia Efternamn1235, id 198302172385, kundnr 591): 325010.0
konto 592 (Bo Efternamn2895, id 198305132394, kundnr 592): 325010.0
konto 593 (Iris Efternamn3183, id 198905052380, kundnr 593): 215028.0
konto 594 (Kate Efternamn3842, id 197605042386, kundnr 594): 215020.0
konto 595 (Susan Efternamn2052, id 198203269264, kundnr 595): 215027.0
konto 596 (Anna Efternamn3391, id 200112052386, kundnr 596): 215020.0
konto 597 (Bila Efternamn3501, id 200204042394, kundnr 597): 212104.0
konto 598 (Ola Efternamn1440, id 200509222394, kundnr 598): 212104.0
konto 599 (Kassandra My Efternamn1085, id 200802172387, kundnr 599): 212104.0
konto 600 (Lia Efternamn2633, id 200803102383, kundnr 600): 212104.0
konto 601 (Axel Efternamn3562, id 200808112395, kundnr 601): 215028.0
konto 602 (Maylene Efternamn2991, id 200811072388, kundnr 602): 215028.0
konto 603 (Dilan Efternamn1768, id 198312142386, kundnr 603): 325010.0
konto 604 (Ola Efternamn3835, id 198907132396, kundnr 604): 215028.0
konto 605 (Maud Efternamn1364, id 198908022380, kundnr 605): 215028.0
konto 606 (Ylva Efternamn1213, id 198405122386, kundnr 606): 215028.0
konto 607 (Amadeus Efternamn2338, id 198408222399, kundnr 607): 325010.0
konto 608 (Jerry Felipe Efternamn3663, id 197910312391, kundnr 608): 324024.0
konto 609 (Hugo Efternamn3282, id 197911032394, kundnr 609): 215024.0
konto 610 (Olga Efternamn3283, id 197911132384, kundnr 610): 215028.0
konto 611 (Jani Efternamn1603, id 197911142391, kundnr 611): 215024.0
konto 612 (Laura Efternamn2180, id 197912022386, kundnr 612): 212104.0
konto 613 (Patricia Efternamn1608, id 197912052383, kundnr 613): 215020.0
konto 614 (Elvina Efternamn1014, id 197912132383, kundnr 614): 212104.0
konto 615 (Kajsa Efternamn3231, id 197912232381, kundnr 615): 215024.0
konto 616 (Lisa Efternamn1242, id 197912252389, kundnr 616): 215024.0
konto 617 (Harold Efternamn3231, id 197912272395, kundnr 617): 215024.0
konto 618 (Lars-Olof Efternamn3092, id 198001042392, kundnr 618): 215027.0
konto 619 (Hanna Efternamn3669, id 198002012386, kundnr 619): 215024.0
konto 620 (Ladde Efternamn1061, id 198002192394, kundnr 620): 212104.0
konto 621 (Kasper Efternamn2361, id 198002272394, kundnr 621): 212104.0
konto 622 (Peter Efternamn2182, id 198003222398, kundnr 622): 215028.0
konto 623 (Felicia Efternamn2858, id 198003252387, kundnr 623): 212104.0
konto 624 (Emanuell Efternamn1990, id 198004142389, kundnr 624): 215024.0
